0,1,2
Total,,Total
"71,876
7,304
(5,170)
(441)
1,230
(1,041)
2,028
5,035","8 33,089
- 796
- (2,545)
- (20)
(8) 1,239
- (121)
- 943
- 733","33,097
796
(2,545)
(20)
1,231
(121)
943
733"
"80,821","- 34,114","34,114"
