0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,3,,,Guaranty Trust Bank Ghana Limited,,,Ghana,,,"5,814,521",,,"4,254,347",,,"1,042,549",,,"826,532",
