0,1,2,3
Name,Designation,15/1/2025,16/4/2025
Olusegun Ogbonnewo,Chairman,P,P
Abubakar Jimoh,Vice-Chairman,P,P
Ojini Olaghere,Member,P,P
Roosevelt Ogbonna,Member,P,P
Oluseyi Kumapayi*,Member,P,NM
Bolaji Agbede,Member,P,P
