0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,1,,,Guaranty Trust Bank Gambia Limited,,,Gambia,,,"9,932,580",,,"5,370,793",,,"4,356,318",,,"1,451,613",
