0,1,2,3,4
Key Assumption,Effect on other comprehensive income (OCI),,,
,Dec. 2023,,Dec. 2022,
,5% Increase,5% Decrease,5% Increase,"5%
Decrease"
Cost of Equity,"(15,834)","17,663","(5,530)","6,139"
Terminal Growth Rate,166,(166),103,(100)
