0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,5,,,Guaranty Trust Bank Kenya Limited,,,Kenya,,,"36,182,106",,,"31,657,412",,,"1,512,164",,,"1,641,812",
