0
"Jan - Sep 2024
665,289,761
( 458,977,837)"
"206,311,924
486,938
(73,397,087)
(22,542,444)
(15,479)"
"110,843,852
2,930,478
( 369,158,960)"
"( 366,228,482)"
"( 255,384,629)
71,113,867"
"( 184,270,762)"
"( 184,270,762)"
"N
(232.47)"
(232.47)
