0,1,2
Names of Directors,No. of Meetings Held,"No. of meetings
Attended"
Mr. Sulaiman Adedokun (Chairman),4,4
Mr. Eric C. Emecheta (MD/CEO),4,4
Mr. Kayode Ajakaiye,4,4
Mr. Adebayo A. Adeleke,4,4
Ms. Daniella Fatima Suleman,4,4
Mr. Oluwasegun I. Adeoye,4,4
Mr. Adegoke J. Olasoko,4,4
