0,1,2,3,4
In thousands of Nigerian Naira,Pre-tax,Post-tax,Pre-tax,Post-tax
Decrease,"(2,955,037)","(2,761,056)","(5,211,657)","(4,814,008)"
Increase,"1,529,313","1,428,922","6,655,262","6,147,466"
