0,1,2,3
"Stage 1 - 12-
month ECL",,"Stage 3 -
Lifetime ECL",
"6,754
2,247
-
(164)
108","251
(512)
-
706
60","17,987
4,215
(10,322)
(542)
1,469",
"8,945",505,"12,807","22,257"
