0,1,2,3,4,5,6,7
"Balance 1
January 2022","Recognised
in profit or
loss","Recognised
in other
comprehensi
ve income","Balance 31
December 2022","Balance 1
January 2022","Recognised in
profit or loss","Recognised in
other
comprehensive
income","Balance 31
December
2023"
