0,1,2,3,4
"Profit/(Loss) on ordinary activities before taxation 265,239 196,211 128,180 1,225 27,405 1,190 4,205 141,727 (149,134) - 616,248 616,248",,,,
"Income tax expense (68,422) (64,666) (26,022) (392)",,,"(6,619) (345) (1,051)","(1,672) 489 (168,700) (168,700)"
"Profit after tax 196,818 131,546 102,159 833 20,785 845 3,154 140,055 (149,134) 489 447,548 447,548
Assets and liabilities:
Loans and Advances to banks and customers 4,398,623 8,500,531 2,730,492 - - - 6,510 - - 15,636,156 15,636,156
Goodwill - - - - - - 150,814 150,814 150,814
Tangible segment assets 14,311,540 13,292,195 16,997,029 36,034 237,615 1,887 12,276 79,116 (1,382,267) 43,585,425 43,585,425
Unallocated segment assets - - - 1,249,648 7,360,182 8,609,830 8,609,830
Total assets 14,311,540 13,292,195 16,997,029 36,034 237,616 1,887 12,276 1,328,764 (1,382,267) 7,360,182 52,195,256 52,195,256
Deposits from customers 9,840,740 10,501,876 12,765,298 - - - - (6,356) 33,101,559 33,101,559
Segment liabilities 12,204,566 12,766,371 16,551,590 31,073 176,773 581 3,607 699,907 (189,821) - 42,244,647 42,244,647
Unallocated segment liabilities - - - 5,971,137 5,971,137 5,971,137",,,,
"Total liabilities
Net assets","12,204,566","12,766,371 16,551,590 31,073 176,773 581 3,607 699,907 (189,821) 5,971,137 48,215,784 48,215,784",,
,,,,
,"2,106,974","525,824 445,439 4,961 60,844 1,306 8,669 628,857 (1,192,447) 1,389,045 3,979,472 3,979,472",,
,,,,
"The line ""Derived from external customers"" comprises of interest income, fees and commission income, net gain on investment securities and net foreign exchange income. The basis of accounting of transactions among reportable operating segments is on accrual basis.",,,,
