0,1,2,3,4
Grant Date,Vesting Date*,Maturity Date*,Strike Price(N),"Number outstanding
as at 31 December 2024"
1 April 2020,1 April 2023,31 January 2025,"1,015.71","1,400"
1 April 2020,1 April 2023,1 April 2025,"1,015.71","39,800"
1 April 2021,1 April 2024,31 January 2025,"2,225.10",700
1 April 2021,1 April 2024,1 April 2026,"2,225.10","148,000"
Total,,,,"189,900"
