0,1,2,3,4,5
Related party,"Nature of
transaction",Transaction values,,"Balance
Receivable/(Payable)",
,,"31 Dec.
2023","31 Dec.
2022","31 Dec.
2023","31 Dec.
2022"
Emychem Limited,"Supply of raw
materials",N'000,N'000,N'000,N'000
,,"-
6,572","34,238
23,827","-
30,399","-
23,827"
Swift Painting Nigeria Limited,"Supply and apply
Projects",,,,
,,"6,572","58,065","30,399","23,827"
