0,1,2,3,4
Entity,Discount Rate,"Terminal
Growth rate",Discount Rate,Terminal Growth rate
Access Diamond,26.71%,3.18%,29.63%,3.20%
Access Botswana,20.52%,1.57%,8.72%,4.29%
Access Kenya,25.27%,5.43%,27.77%,5.41%
Access Rwanda,20.34%,6.83%,21.24%,6.72%
