0,1,2,3,4,5,6,7,8
"Bank subsidiaries (see note (i)
below):","Year of
acquisition
/
Commenc
ement","Previous
Holding","Current
Holding","Non-
controlling
interests",Country,Industry,Dec. 2023,Dec. 2022
