0,1,2,3
"Stage 1 - 12-
month ECL",,"Stage 3 -
Lifetime ECL",
"38,026
1,714
-
(9,180)
27","7,514
(960)
-
(2,707)
-","19,761
2,788
(17,188)
11,887
-",
"30,587","3,847","17,248","51,682"
