0,1,2,3,4,5,6,7
Food,,Beverage,,Unallocated,,Total,
2023,2022,2023,2022,2023,2022,2023,2022
"353,698,856","271,991,171","193,419,898","174,828,089",-,-,"547,118,754","446,819,260"
"-
-
( 7,777,800)","-
-
(6,019,743)","-
-
(3,909,499)","-
-
(3,732,823)","5,690,939
(233,503,964)
-","4,777,113
(20,534,225)
-","5,690,939
(233,503,964)
(11,687,300)","4,777,113
(20,534,225)
(9,752,565)"
"71,404,688","53,960,631","51,259,928","3 2,905,852","( 226,690,046)","( 15,757,112)","(104,025,429)","71,109,371"
