0,1,2,3,4,5,6,7
,es,,,,,,
Gross financial assets,,,,,,,
,,,,,,,
,,,,,,,
"Stage1-12- Stage 2 - Stage 3 -
POCI Total
30 June 2025 month ECL Lifetime ECL Lifetime ECL
Allowance for impairment on financial assets is as follows:",,,,,,"Stage1-12- Stage2-Lifetime Stage 3 -
POCI Total
month ECL ECL Lifetime ECL",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
