0,1,2
Rating Grade,Description,Characteristics
1 (AAA),Exceptional Credit,"• Exceptional credit quality
• Obligors with overwhelming capacity to meet obligation
• Top multinationals / corporations
• Good track record
• Strong brand name
• Strong equity and assets
• Strong cash flows
• Full cash coverage"
2 (AA),Superior Credit,"• Very high credit quality
• Exceptionally high cash flow coverage (historical and
projected)
• Very strong balance sheets with high liquid assets
• Excellent asset quality
• Access to global capital markets
• Typically large national corporate in stable industries and
with significant market share"
3 (A),Minimal Risk,"• High quality borrowers
• Good asset quality and liquidity position
• Strong debt repayment capacity and coverage
• Very good management
• Though credit fundamentals are strong, it may suffer some
temporary setback if any of them are adversely affected"
