0,1,2
Name of the related party,Nature of relationship,Nature of transaction
N Seven Nigeria Limited,Parent company,
Green Packaging Limited,Sister entity,Purchase of packaging material
Tolaram Africa Pte Ltd,Sister entity,Services
Celeber-8 Lyf,Sister entity,Sale of Goods
MCPL- BHN Division,Sister entity,Transport services
