0,1,2,3,4
Gross amount,,"Stage 2 -
Lifetime ECL",,Total allowances
"77,750
535,687","(2,167)
(15,297)","(217)
(3,680)","(8,163)
(11,137)","(10,547)
(30,114)"
"613,437","(17,464)","(3,897)","(19,300)","(40,661)"
