0,1,2,3,4,5
Fatimah Bello-Ismail**,Vice-Chairman,NM,NM,NM,NM
Ojini Olaghere,Member,P,P,P,P
Roosevelt Ogbonna,Member,P,P,P,P
Seyi Kumapayi***,Member,P,P,A,P
Herbert Wigwe,Member,A,P,P,P
