0,1,2,3,4
,31 December 2023,,31 December 2022,
,"Probability of Default
-PD","Loss Given Default
LGD","-Probability of Default -
PD","Loss Given
Default-LGD"
In millions of Nigerian Naira,,,,
"Increase/decrease
1% increase
1% decrease","2,154
(2,154)","16,878
(16,878)","577
(577)","647
(647)"
