0,1,2,3,4,5
Name,Designation,9/1/2024,16/4/2024,9/7/2024,8/10/2024
Ojini Olaghere,Chairman,P,P,P,P
Abubakar Jimoh*,Vice-Chairman,NM,P,P,P
Olusegun Ogbonnewo,Member,P,P,P,P
Fatimah Bello-Ismail,Member,P,P,P,P
Herbert Wigwe**,Member,P,NM,NM,NM
Roosevelt Ogbonna***,Member,NM,P,P,P
Bolaji Agbede,Member,P,P,P,P
