0,1,2,3,4
,30 June 2025,,31 December 2024,
,"Probability of
Default -PD","Loss Given
Default-LGD","Probability of Default -
PD","Loss Given
Default-LGD"
In millions of Nigerian Naira,,,,
"Increase/decrease
1% increase
1% decrease",,,"2,149
(2,149)","20,522
(20,522)"
,"2,301
(2,301)","19,045
(19,045)",,
