0,1,2
Total,,Total
"16,760
7,071
(4,914)
(466)
100
1,261
(303)","268 5,219
- -
122 3,048
( 256) (1,600)
( 9) (417)
- -
- 558
- (50)","5,487
3,170
(1,856)
(426)
-
558
(50)"
"20,077","124 6,759","6,883"
