0,1,2,3,4
S/No,Name,Status,Designation,Dates of Attendance
1,"Mrs. S. O. J. Mbagwu-
Fagbemi","Shareholders’
Representative",Chairman,"29-Jan-2024
25-Apr-2024
29-Jul-2024
28-Oct-2024"
2,Alhaji M. A. Usman,"Shareholders’
Representative",Member,"29-Jan-2024
25-Apr-2024
29-Jul-2024
28-Oct-2024"
3,Mrs. A. Kuye,"Shareholders’
Representative",Member,"29-Jan-2024
25-Apr-2024
29-Jul-2024
28-Oct-2024"
4,Mrs. C. N. Echeozo,"Non-Executive
Director",Member,"29-Jan-2024
25-Apr-2024
29-Jul-2024
28-Oct-2024"
5,Mrs. H. L. Bouygues,"Non-Executive
(Independent)
Director",Member,"29-Jan-2024
25-Apr-2024
29-Jul-2024
28-Oct-2024"
