0,1,2,3
"19 Investment under management
Group Group Company Company
Amortized cost
In millions of Naira March 2025 December 2024 March 2025 December 2024",,,
"Relating to unclaimed dividends:
Government bonds
Placements
Commercial paper
Corporate Bond
Nigerian treasury bills
Mutual funds
Eurobonds","5,805 5,559 5,805 5,559
16,166 15,920 16,166 15,920
748 502 748 502
855 609 855 609
6,323 6,077 6,323 6,077
1,172 1,172 1,172 1,172
9,868 7,490 - -
40,937 37,327 31,069 29,839",,
"2 0 Non pledged trading assets
Group Group Company Company
In millions of Naira March 2025 December 2024 March 2025 December 2024
Government bonds 20,819 47,386 - -",,,
Eurobonds,"92,552","27,378 - -",
"Treasury bills 362,090 132,267 - -
475,461 207,031 - -",,,
