0,1,2,3,4,5
Name,Designation,10/1/2024,17/4/2024,10/7/2024,9/10/2024
Fatimah Bello-Ismail,Chairman,P,P,P,P
Abubakar Jimoh*,Vice-Chairman,NM,P,P,P
Ojini Olaghere,Member,P,P,P,P
Olusegun Ogbonnewo**,Member,P,NM,NM,NM
