0,1,2,3,4,5
Nigeria,,,,,
"GT Fund GT
Manager Pension",,,,,
,37.61%,,,45.83%,
70.65% 45.83%,,,,,
,,,,,
"3,255 2,133",,,,,
,7,,,203,
,,,,,
,"138,526",,,"37,731",
,,,,,
20%-25%,,,,35%-,
,,,,40%,
37.37% 21.80%,,,,,
,,,,,
Nigeria,,,,,
"GT Fund GT
Manager Pension",,,,,
,14.75%,,,41.07%,
28.45% 41.07%,,,,,
,,,,,
"1,505 1,248",,,,,
,4,,,156,
,,,,,
,"21,625",,,"19,224",
,,,,,
20%-25%,,,,35%-,
,,,,40%,
23.76% 29.90%,,,,,
