0,1,2,3
"Stage 1 - 12-
month ECL",,"Stage 3 -
Lifetime ECL",
"55,811
9,341
-
323
(1,855)","7,699
3,168
-
367
523","32,905
10,839
(37,869)
(689)
1,485",
"63,619","11,757","6,670","82,047"
