0,1,2
,31 December 2023,31 December 2022
"Share price (N)
Expected option lifetime (years)
Risk-free rate (%)
Expected volatility (%)
Dividend yield (%)","264
1 – 2 years
11.15%
25.7%
6.26%","215
2 - 4 years
11.42%
27.7%
6.34%"
