0,1,2
SHAREHOLDER,PERCENTAGE OF SHAREHOLDING,NO OF SHARES HELD
"Stanbic IBTC Nominees Nigeria
Limited*",24.21,"8,246,778,366"
Zenith Pensions Custodian Limited**,7.34,"2,509,486,541"
