0,1
"NO.
EMPLOYED
BY NESTLE","NO. EMPLOYED
BY EXTERNAL
PARTY"
9,4
12,2
20,0
20,0
20,0
19,1
N/A,N/A
100,7
N/A,N/A
0,0
11,1
20,0
N/A,N/A
31,1
131,8
