0,1,2
,GAN shares,LAN shares
"Outstanding options at 1 January 2022
Exercises/forfeits/lapses
Outstanding options at 31 December 2022","2,459,640
(782,856)
1,676,784","1,325,325
(449,593)
875,732"
"Exercises/forfeits/lapses
Outstanding options at 31 December 2023","(1,081,084)
595,700","(535,432)
340,300"
