0,1,2
,31 December 2023,31 December 2022
"Share price (N)
Expected option lifetime (years)
Risk-free rate (%)
Dividend yield (%)","186.60
3 - 5 years
12.04%
5.39%","186.60
3 - 5 years
12.04%
5.39%"
