0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,Total,,,829.2,,,148.5,,,"1,718",,,"3,724",,,"4,884",,,"34,550","152,888",,,"751,873",
