0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,2008,,,NIL,,,"15,000,000,000",,,"3,730,749,723",,,"18,653,748,613",,,"18,653,748,613",,,SCRIP,
