0,1,2,3,4
,,,alternative sources of energy (solar,
,,,energy,).
Principle 3,"Human Rights: Respect for the
rights of all in Business
Operations.","• All 321 transactions booked were
assessed for human rights risks such as
child labour and forced labour.
Assessment comprises of initial
screening with the Exclusion Checklist
for all customers and Further Due
Diligence Assessment for High-Risk
customers.",,
Principle 4,"Women’s Economic
Empowerment: Promote
economic empowerment
through a gender inclusive
workplace culture and provide
products and services for
women.","• There was a slight increase (75) in the
number of female employees in the
work force.
• The number of women on our board
remained the same from the last
reporting period (4).
• The number of women in management
positions remained 15. The percentage
of women in management reduced
from 43.24% to 42.86%",,
Principle 5,"Financial Inclusion: Promotion
of financial inclusion and
provision of financial services to
individuals and communities that
have limited or no access to the
formal financial sector.","• From our partnership with CBN SANEF
initiative, we opened 963,076 accounts
in the reporting period, with deposits
totalling N9.5 billion",,
Principle 6,"E&S Governance:
Implementation of transparent
E&S governance practices within
the institution and assessing the
E&S governance of our clients.","• Our internal audit team (SYSCON)
conducts monthly visit to track and
monitor our progress on E&S using our
annual plan.
• We provide biannual reports to CBN to
give update on our Sustainability
journey.
• We provide quarterly reports on our
E&S journey to the Bank’s Management
and Board.",,
Principle 7,"Capacity Building: Development
of capacity to identify, assess,
and manage E&S risks and
opportunities associated with
the Bank’s business activities and
operations.","• Over 2,558 employees were trained on
various sustainable banking subject
matters within the reporting period.
• We conducted five (5) trainings on
Environmental and Social Risk
Management for different groups
within the bank and published the E&S
Action Plan procedure on the intranet.",,
