0,1,2,3,4
"Profit/(Loss) on ordinary activities before taxation 124,302 134,771 43,934 966 19,477 779 2,219 123,147 (129,022) - 320,574 320,574
Share of profit from associate - - - - - -",,,,
"Income tax expense (38,743) (53,922) (11,034) (0)",,,- -,"(1,448) 489 (104,658) (104,658)"
"Pre-tax loss on re-measurement of assets of disposal group - - - -
Profit after tax 85,559 80,849 32,900 966 19,477 779 121,699 (129,022) 489 215,916 215,916
Other segment information:
Depreciation and amortisation - - - - - -
Assets and liabilities:
Loans and Advances to banks and customers 3,942,431 7,286,160 1,974,044 - - - 3,742 - - 13,206,377 13,206,377
Goodwill - - - - - - 150,813 150,813 150,813
Tangible segment assets 11,772,352 10,628,049 12,521,078 57,246 230,024 2,695 9,991 108,425 (876,934) 34,452,925 34,452,925
Unallocated segment assets - - - 764,102 7,230,080 7,994,181 7,994,181
Total assets 11,772,352 10,628,049 12,521,078 57,246 230,025 2,695 9,991 872,527 (876,934) 7,230,080 42,447,108 42,447,108
Deposits from customers 6,806,930 7,503,499 8,616,362 - - - - (22,165) 22,904,626 22,904,628
Segment liabilities 8,754,926 10,453,902 12,390,029 52,152 170,490 1,455 2,257 262,026 (140,132) - 31,947,104 31,947,104
Unallocated segment liabilities - - - 6,665,607 6,665,607 6,665,607",,,,
"Total liabilities
Net assets","8,754,926","10,453,902 12,390,029 52,152 170,490 1,455 2,257 262,026 (140,132) 6,665,607 38,612,707 38,612,707",,
,,,,
,"3,017,426","174,146 131,049 5,094 59,536 1,240 7,734 610,501 (736,802) 564,472 3,834,398 3,834,398",,
,,,,
"The line ""Derived from external customers"" comprises of interest income, fees and commission income, net gain on investment securities and net foreign exchange income. The basis of accounting of transactions among reportable operating segments is on accrual basis.",,,,
