0,1,2,3,4,5,6,7
Name,Designation,11/1/2023,27/1/2023,13/4/2023,13/7/2023,25/7/2023,11/10/2023
Abubakar Jimoh*,Chairman,P,P,P,P,P,P
"Fatimah
Bello-Ismail**",Chairman,P,P,P,P,P,P
"Olusegun
Ogbonnewo***",Vice-Chairman,NM,NM,NM,NM,NM,NM
Ojini Olaghere,Member,P,P,P,P,P,P
