0,1,2,3,4
,,"Bank
Jun. 2025","Bank
Dec. 2024",
,At period end,39.35%,39.08%,
,Average for the period,36.54%,45.65%,
,Maximum for the period,45.23%,65.03%,
,Minimum for the period,30.80%,32.17%,
"(c) Analysis of financial assets and liabilities by remaining contractual maturities
ThetablesbelowshowtheundiscountedcashflowontheGroup'sfinancialliabilitiesandonthebasisoftheearliestpossiblecontractualmaturity.The
Grossnominalinflow/outflowdisclosedinthetableisthecontractual,undiscountedcashflowsonthefinancialliabilitiesorcommitments,exceptfor
derivatives assets and liabilities which are stated at their fair values.
The Group'sexpected cash flowsonsome financial assetsandfinancial liabilitiesvary significantlyfrom thecontractual cashflows.Demandand
savings deposits are expected to remain stable or increase, while unrecognised loan commitments are not expected to be drawn down immediately.",,,,
