0,1,2
,31 December 2024,31 December 2023
"Discount rate - retirement benefits
Discount rate - long service award
Retirement age for both male and female
Salary increase rate","18.80%
18.80%
60 years
8.00%","16.30%
16.30%
60 years
8.00%"
