0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,Total,,,"48,425",,,"77,472",,,"468,150",,,"486,165",,,"452,449",,,"415,229","11,961,197",,,"8,678,837",
