0,1,2,3,4,5
Name,Designation,5/1/2023,12/1/2023,11/4/2023,10/7/2023
Abubakar Jimoh*,Chairman,P,P,P,P
"Olusegun
Ogbonnewo**",Chairman,A,P,P,P
Ojini Olaghere***,Vice-Chairman,NM,NM,NM,NM
"Fatimah Bello-
Ismail***",Member,P,A,A,P
Herbert Wigwe,Member,P,P,P,P
Roosevelt Ogbonna,Member,P,P,P,P
Oluseyi Kumapayi,Member,P,A,P,P
