0,1
"NO.
EMPLOYED
BY NESTLE","NO. EMPLOYED
BY EXTERNAL
PARTY"
9,4
12,2
20,0
20,0
20,0
19,1
20,0
10,0
N/A,N/A
130,7
20,0
N/A,N/A
20,0
11,1
20,0
20,0
20,0
N/A,N/A
71,1
221,8
