0,1,2,3
"Stage 1 - 12-
month ECL",,"Stage 3 -
Lifetime ECL",
"8,945
15,148
(4,142)
1,972","505
351
(1,115)
1,770","12,807
4,135
(10,351)
5,257
5,208",
"21,923","1,511","17,056","40,490"
