0,1,2
"NSBP
PRINCIPLES",DEFINITION,PROGRESS UPDATE
Principle 1,"Our Business Activities:
Environmental & Social Risk
Management: Integration of
environmental and social
consideration into our lending
activities.","• All our transactions (169) were screened
for E&S risks in the period under review.
• To date, we have visited/conducted
desktop Due Diligence Assessments for
15 customers. Based on the review of
relevant documents and information
provided by the client, we came up with
action plans to be closed out by the
customers.
• We also conducted Environmental and
Social Performance monitoring for 17
existing customers to close out on
previously developed action plans."
Principle 2,"Our Business Operations:
Environmental & Social
Footprint: Avoidance of the
negative impact of our Business
Operations.","• We presently have 6 branches powered
by alternative power source (ATMs and
communication equipment). We
currently have 41 ATMs powered by
alternative sources of energy (solar
energy)."
Principle 3,"Human Rights: Respect for the
rights of all in Business
Operations.","• All 169 transactions booked were
assessed for human rights risks such as
child labour and forced labour.
Assessment comprises of initial
screening with the Exclusion Checklist
for all customers and Further Due
Diligence Assessment for High-Risk
customers."
Principle 4,"Women’s Economic
Empowerment: Promote
economic empowerment
through a gender inclusive
workplace culture and provide
products and services for
women.","• There was a slight increase (64) in the
number of female employees in the
work force.
• The number of women on our board
remained the same from the last
reporting period (4).
• The number of women in management
positions declined to 11. The"
