0,1,2,3,4
Gross amount,,"Stage 2 -
Lifetime ECL",,Total allowances
"41,242
354,468","(2,113)
(19,810)","(837)
(674)","(17,130)
74","(20,080)
(20,410)"
"395,710","(21,923)","(1,511)","(17,056)","(40,490)"
