0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,2023,,,NIL,,,"50,000,000,000",,,NIL,,,"2 9 , 4 3 1 , 1 7 9 ,224",,,"29,431,179,224",,,NIL,
