0,1,2,3,4,5
In thousands,2024,,,,
,Notes,USD,NGN,USD,NGN
"Loan from related party
Import trade obligations","(i)-(v)
(vi)","4 25,638
-","6 53,701,541
-","402,517
41,001","3 65,127,524
3 7,192,043"
