0
"Support for 2nd Intellectual Disability Conference,"
"Support for Wellness Wonderland Program,"
"Support for Garki Hospital Children’s Day Celebration,"
"Support for Punuka Foundation Annual Walk for Special Children,"
"Thinking Pink (Breast Cancer Awareness) programme in GTBank S. Leone,"
"Civic Festival, Tagline Carol, and Dinner,"
"Purse to Crown Disability Undertake,"
"Support for Well Woman Walk,"
Autism workshop and consultation in Ghana
