0,1,2
"Stage 1 - 12
month ECL",,"Stage 3 -
Lifetime ECL"
,"11,757
14,590
-
(8,268)
(853)",
"64,410",,"6,670"
"101,738",,"37,436"
-,,"(44,196)"
"(36,296)",,"44,564"
"15,146",,"34,717"
"144,998","17,226","79,191"
