0,1,2,3
,,,
,,,
"Stage 1 - 12-
month ECL","Stage 2 -
Lifetime ECL","Stage 3 -
Lifetime ECL",
"4,742
13,725
-
(3,560)","931
14
-
(919)","10,456
2,577
(10,351)
4,479",
"14,907",26,"7,161","22,094"
,,,
