0,1,2,3
"Stage 1 - 12-
month ECL",,"Stage 3 -
Lifetime ECL",
"49,057
7,094
-
487
(1,173)","7,448
3,680
-
(339)
463","14,918
6,624
(27,547)
(148)
16",
"55,465","11,252","(6,137)","60,580"
,,,
