0,1,2,3,4
Entity,Discount Rate,"Terminal
Growth rate",Discount Rate,Terminal Growth rate
Access Diamond,26.71%,3.18%,26.71%,3.18%
Access Botswana,20.52%,1.57%,20.52%,1.57%
Access Kenya,25.27%,5.43%,25.27%,5.43%
Access Rwanda,20.34%,6.83%,20.34%,6.83%
Access Angola,20.52%,1.57%,20.52%,1.57%
