0,1,2
"Nominal amount of
hedging instrument
₦'millons","Carrying amount of
hedging instrument
(Assets)
₦'millons","Changes in fair value used
for calculating hedge
ineffectiveness
₦'millons"
"2 ,062,451","1 ,995,401","1 ,110,074"
