0,1,2,3,4,5
(XVI) Investment securities,,,,,
,,,,,
In millions of Naira,,,,,
"Opening balance 1 Jan 2023
Acquired Balances
Changes in allowance on FVOCI debt financial instruments
Impairment allowance on AMC debts
Additions to Investment securities
Disposal of Investment securities
Proceeds from Matured and redeemed FVOCI and AMC Investments
Fair value gains/(loss) on FVOCI financial instruments
Gain or loss on disposal of investments
Interest income
Interest received
Reclassification from investment securities
Foreign exchange difference
Purchase of equity securities
Fair value gains/(loss) on FVPL financial instruments (Equity)","2,761,070
26,925
1 6,694
(43,600)
16,470,252
( 12,796,396)
( 2,199,706)
( 93,440)
132,844
727,936
(757,292)
8 ,975
895,278
-
192,617
(5,342,157)","2,270,338
-
21,283
(108,218)
17,444,529
(15,462,847)
(1,189,922)
61,903
185,754
276,319
(267,180)
(427)
(472,566)
-
2,105",,,
Closing balance,,,"(2,761,070)",,
,,,,,
Recognized in cashflow - - - -,,,,,
