0,1,2,3,4
"Gross
amount",,"Stage 2 -
Lifetime ECL",,"Total
allowances"
"28,001
277,107","(113)
(8,831)","(25)
(480)","(12,395)
(412)","(12,533)
(9,723)"
"305,108","(8,944)",(505),"(12,807)","(22,256)"
