0,1,2,3,4
,GAN,,LAN,
,31 December 2024,31 December 2023,31 December 2023,31 December 2023
Sample age,"Number of deaths per 10,000 lives",,,
25,7,7,7,7
30,7,7,7,7
35,9,9,9,9
40,14,14,14,14
45,26,26,26,26
50,48,48,48,48
55,84,84,84,84
60,144,144,144,144
