0,1,2,3,4,5
"In millions of Nigerian Naira
Revenue:
Derived revenue from external customers
Interest expenses
Fee and commission expense
Impairment loss recognised in income statement
Net monetary loss on hyperinflation
Operating expenses
Depreciation and amortisation
Segment Profit before tax
Taxation
Profit for the period
30 June 2025
Loans and advances
Deposits from customers and banks
Total segment assets
Total segment liabilities",Corporate,"Retail and
commercial","Treasury and
financial
markets","Unallocated
Segment",Total
,"381,868
(47,142)
(500)
(18,924)
-
(78,321)
(4,815)","695,953
(199,118)
(105,771)
(12,601)
-
(338,665)
(20,822)","694,506
(314,346)
(284)
(440)
-
(68,176)
(4,192)","(164,358)
-
-
-
(5,439)
-
-","1,607,969
(560,606)
(106,555)
( 3 1 , 9 6 5 )-
(5,439)
(485,162)
(29,829)"
,"232,165
(31,608)","18,976
20,534","307,068
(41,806)","(169,797)
-","3 8 8 , 4 1 3-
(52,881)"
,"200,557
3,691,664
4,876,786
4,058,321
4,958,901","39,510
3,477,599
19,311,092
16,705,137
19,969,604","265,262
575,697
3,410,895
12,505,004
4,123,534","(169,797)
-
-
-
-","335,532
7,744,960
27,598,773
33,268,462
29,052,039"
