0,1,2,3,4
,G R O U P,,C O M P A N Y,
,2023,2022,2023,2022
,N'000,N'000,N'000,N'000
Turnover,"9,645,967","5,066,147",0,"51,983"
,"(7,785,396)","(4,061,357)",0,"(74,510)"
,"1,860,571","1,004,789",0,"(22,527)"
,"20,220",(375.240),"17,534","(145,480)"
,1.65,(6.93),0.37,(3.1)
