0,1,2
,31 December 2023,31 December 2022
Discount rate - retirement benefits,16.30%,13.30%
Discount rate - long service award,16.30%,15.00%
Retirement age for both male and female,60 years,60 years
Salary increase rate,8.00%,8.00%
